Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Unikum,1984,,Comedy Sci-Fi ,,,,"Mixture of social satire and fantasy, in which a worker at a science research facility uses his newfound ability to transmit his dreams and sets up a business to sell them to a sleeping audience.",based on novel ,60
Tikhiye vody gluboki,1984,,Drama ,,,,,claim in title based on novel ,120
Spasenieto,1984,,Drama War ,,,,"The screenplay is based on real events, which took place in the town of Ohrid towards the end of the Second World War. A retreating German military unit has brought along a group of 25 Bulgarian prisoners of war. With the assistance of the local people the Bulgarians manage to escape and hide in the older quarter of Varosha. The searching yields no result because it is impossible to distinguish the prisoners, who have been given civilian clothes from the citizen of the town. The German commandment of Ohrid holds a group of prominent local citizens as hostages and delivers an ultimatum: return the prisoners by sunset or Varosha will be razed the ground. In the tense hours that follow the people of Ohrid are faced with a dreadful dilemma: they can save the town by committing an ignominious betrayal or preserve their honor and sacrifice their homes. Then a new ultimatum is issued: the require 10 kg gold as a ransom. The citizens must part with their last pieces of jeweler and precious keepsakes. The theme of the mass heroism of ordinary people who choose human dignity rather than security is conveyed in a context of relentlessly mounting suspense.",based on novel ,120
Tropical Mystery: seishun kyowakoku,1984,,Drama Mystery ,,,,,based on novel ,60
Prodavac humoru,1984,,Comedy Drama ,,,,,based on novel ,
Poklad hrabete Chamaré,1984,,Drama ,,,,,central europe title different than book literature on screen european literature on screen czech literature on screen 3 more ,60
Die Nacht der vier Monde,1984,,Crime ,,,,,psycho terror based on novel ,60
Aijou monogatari,1984,,Drama Musical ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">¥700,000,000 (estimated)</span></li></ul></div></li",Non,Non,,teenage girl aspiring dancer stepmother stepdaughter relationship father daughter relationship search for father 14 more ,60
Chandranath,1984,,Drama ,,,,"Chandranth is high cast Brahman who loss his father and takes shelter in his father's servant's house. There he meets Sorozu and married off her. By the time span, it is revealed that Sorozu's mother is a low cast and Haridayal sends a letter about her marriage. Chandranath leaves his pregnant wife Sorozu and she takes shelter in Moni Khuro's house.",death marriage letter based on novel ,120
Haracz szarego dnia,1984,,Drama War ,,,,,tragedy execution nazi occupation execution squad burning 11 more ,60
Zelenite polya,1984,,Comedy ,,,,"A quiet neighborhood undisturbed by the hustle and bustle of the big city life - this is where Mitry lives. Ever since he was a boy he has been dreaming of having a horse. And all of a sudden, his dream comes true. Yet, his happiness does not last long - he has to convince his relatives that this is a worthy investment, which sounds ridiculous, if not impossible. He has to eventually give up the horse. It's a humorous yet lyrical take on one's desire to reach out beyond one's immediate surroundings.",based on novel ,60
The Outsiders,1983,PG,Crime Drama ,"10,000,000 (estimated)","25,697,647","25,699,058","Tulsa, Oklahoma, 1965. Fourteen-year-old Ponyboy Curtis is the youngest of three orphaned brothers who live on the north side of town, the ""wrong side"" of the tracks. Sensitive Ponyboy used to have a good relationship with his oldest brother Darrel, but since Darrel became the household caregiver, he is always on Ponyboy's case. Caught in the middle is third brother Sodapop, who dropped out of school to work full time. They all belong to The Greasers, a gang of boys from the north side also from working class families, often broken. Ponyboy's main concern is that any problem they may encounter, especially in their Greaser activities, will lead to the authorities splitting up their family. He also believes Darrel would have outgrown them and become something in his life if it wasn't for his loyalty to the gang, and the need to take care of the family. The rest of the world sees the Greasers as all the same, the face being Dallas Winston, the most volatile one who has just been released from prison, despite each boy having his own specific view of life. Similarly, the world sees the Socs, the Greasers' primary rivals, as all the same, rich spoiled entitled boys with a sense of superiority from the south side of town, despite again each boy being his own person. A connection between the two gangs happens in the form of Ponyboy and Cherry Valance, which doesn't sit well with Cherry's Soc boyfriend, Bob Sheldon. As a result, an incident occurs involving the Socs, Ponyboy and fellow Greaser, sixteen-year-old Johnny Cade, an equally sensitive boy who wants a better life for himself, but seems stuck in a downward spiral with parents who don't give him the time of day. Beyond Ponyboy and Johnny's lives being threatened by that incident, the Greasers and the Socs agree to a rumble to settle things once and for all. Some of the boys realize the rumble will accomplish nothing, with the questions being if they can convince their colleagues of the same, and if not what the consequences will be.",gang rivalry 1960s dysfunctional family male objectification 248 more ,60
Scarface,1983,R,Crime Drama ,"25,000,000 (estimated)","45,408,703","65,884,703","Tony Montana manages to leave Cuba during the Mariel exodus of 1980. He finds himself in a Florida refugee camp but his friend Manny has a way out for them: undertake a contract killing and arrangements will be made to get a green card. He's soon working for drug dealer Frank Lopez and shows his mettle when a deal with Colombian drug dealers goes bad. He also brings a new level of violence to Miami. Tony is protective of his younger sister but his mother knows what he does for a living and disowns him. Tony is impatient and wants it all however, including Frank's empire and his mistress Elvira Hancock. Once at the top however, Tony's outrageous actions make him a target and everything comes crumbling down.",cocaine gangster cuban refugee organized crime villain as protagonist 527 more ,120
Christine,1983,R,Horror Thriller ,"9,700,000 (estimated)","21,017,849","21,017,849","In 1957, in Detroit, a red Plymouth Fury is built and is the cause of two accidents, one of them fatal, still in the assembly line. Twenty-one years later, the outcast and bullied nerd Arnold ""Arnie"" Cunningham is getting a ride with his best and only friend Dennis Guilder and he sees the wrecked car for sale in a garden. Arnie immediately falls in love with the car. The car was given the name Christine by its first owner. He brings the car to a repair shop of the despicable Will Darnell and works hard to restore the classic car. While he works in the restoration, he changes his personality to a cocky teenager and he dates the most beautiful girl in the high-school, Leigh Cabot. Soon Arnie becomes selfish and jealous of the supernatural Christine that kills everyone that is a threat to them.",killer car inanimate object comes to life friendship bully drive in 261 more ,60
The Hunger,1983,R,Drama Horror ,Non,"5,979,292","5,988,322","The Egyptian vampire lady Miriam subsists upon the blood of her lovers. In return the guys or girls don't age until Miriam has had enough of them. Unfortunately that's currently the case with John, so his life expectancy is less than 24 hours. Desperately he seeks help from, the famous, Dr. Sarah Roberts. She doesn't really believe his story, but becomes curious and contacts Miriam . . . and gets caught in her spell, too.",female stockinged legs pantyhose immortality woman on rollerskates self defense 108 more ,60
A Christmas Story,1983,PG,Comedy Family ,"3,300,000 (estimated)","20,640,209","20,653,717","Christmas is approaching and 9 year-old Ralphie wants only one thing: a Red Ryder Range 200 Shot BB gun. When he mentions it at the dinner table, his mother's immediate reaction is that he'll shoot his eye out. He then decides on a perfect theme for his teacher but her reaction is like his. He fantasizes about what it would be like to be Red Ryder and catch the bad guys. When the big day arrives he gets lots of present under the tree including a lovely gift from his aunt that his mother just adores. But what about the BB gun?",christmas bb gun boy 1940s bully 137 more ,60
Octopussy,1983,PG,Action Adventure Thriller ,"27,500,000 (estimated)","67,893,619","67,893,619","James Bond's next mission sends him to the circus. A British Agent was murdered and found holding onto a priceless Fabergé egg. Kamal Kahn buys the egg at an auction, but Bond becomes suspicious when Kahn meets up with Russian General Orlov. Bond soon finds out that Kahn's and Orlov's plan is to blow-up a nuclear device on a U.S. Air Force Base. Bond teams up with a circus group, which are headed by the beautiful Octopussy, who is also close friend of Kahn.",time bomb agent faberge egg circus india 344 more ,120
Jaws 3-D,1983,PG,Adventure Horror Thriller ,"20,500,000 (estimated)","45,517,055","87,987,055","Several years after Brody electrocuted the shark at Cable Junction, his sons, Mike and Sean, are now working in different roles at Sea World Orlando. Mike is working as a park engineer and considering marriage to his girlfriend, killer whale biologist Kathryn Morgan. Sean is also involved with 1 of the park's water skiers, Kelly Ann Bukowski. Sea World is about to open a massive 'Undersea Kingdom' which will bring visitors closer to marine life than ever before. The park is accessible from the ocean by a series of gates, one of which malfunctions. A young Great White Shark swims through the gate, and when a maintenance diver heads down to fix the gate he does not return. The young Great White is captured and placed in a tank but soon dies despite Kathryn's best efforts to save it. More alarming though, is the young shark's massive, 35 foot mother which has followed the baby shark into the lagoon and killed the maintenance diver, whose body is recovered. It isn't long before the huge shark begins wreaking havoc, and Mike and Kathryn, along with Sea World manager Calvin Bouchard and photographer Phillip Fitzroyce, must find a way to eliminate the shark before they - or the guests - become the shark's next meal.",1980s orlando florida orlando florida orange county florida 55 more ,60
Cujo,1983,R,Horror Thriller ,"5,000,000 (estimated)","21,156,152","21,156,152","Donna Trenton is a frustrated suburban housewife whose life is in turmoil after her husband learns about her having an affair. Brett Camber is a young boy whose only companion is a Saint-Bernard named ""Cujo"", who in turn is bitten by a rabid bat. Whilst Vic, Donna's husband is away on business, and thinking over his marital troubles, Donna and her 5-year-old son Tad take her Pinto to Brett Cambers' dad's car shop... the car fails, and ""Cujo"" is very, very sick...",boy rabies hiding in a car killer dog rabid dog 115 more ,60
The Dead Zone,1983,R,Drama Horror Sci-Fi Thriller ,"10,000,000 (estimated)","20,766,616","20,766,616","Johnny Smith wakes from a coma due to a car accident, only to find he has lost five years of his life, and yet gained psychic powers. Foreseeing the future appears to be a 'gift' at first, but ends up causing problems...",coma car accident vision evil politician corrupt politician 327 more ,60
Something Wicked This Way Comes,1983,PG,Fantasy Mystery Thriller ,"19,000,000 (estimated)","8,400,000","8,400,000","In Green Town, Illinois, the twelve year-old boys Will Halloway and Jim Nightshade are neighbors and best friends. Will's father Charles Halloway is an old man and the local librarian while Jim and his mother wait for the return of the return of their father and husband that will never occur. The boys know everyone in town, including their school teacher Miss Foley that misses her beauty and youth; the lonely barber Mr. Crosetti that has no girlfriend or wife; the greedy owner of a cigar store Mr. Tetley that is obsessed with money; and the bartender Ed that has severed arm and leg and dreams on being a football hero. One day, Jim buys a lightning rod from the salesman Tom Fury that tells that a storm is coming. During the night, the boys overhear a mysterious train and they run through the woods to see the arrival but they do not see a living soul. However, they find the Mr. Dark's Pandemonium Carnival ready to be enjoyed and they snoop around. Soon they realize that frustrated and greedy people are vanishing in town and the evil Mr. Dark and the Dust Witch make their dreams come true. In return, Mr. Dark seizes their souls. Now Mr. Dark is seeking them out but Charles Halloway has a journal from his father about the autumn carnival that might be their last chance to defeat the evil.",boy carnival spider spider attack horror for children 349 more ,60
Terms of Endearment,1983,PG,Comedy Drama ,"8,000,000 (estimated)","108,423,489","108,423,749","Aurora and Emma are mother and daughter who march to different drummers. Beginning with Emma's marriage, Aurora shows how difficult and loving she can be. The movie covers several years of their lives as each finds different reasons to go on living and find joy. Aurora's interludes with Garrett Breedlove, retired astronaut and next door neighbor are quite striking. In the end, different people show their love in very different ways.",cancer dying young extramarital affair terminal illness mother daughter relationship 202 more ,120
Rumble Fish,1983,R,Crime Drama Romance ,"10,000,000 (estimated)","2,494,480","2,494,480","Rusty James is the leader of a small, dying gang in an industrial town. He lives in the shadow of the memory of his absent, older brother -- The Motorcycle Boy. His mother has left, his father drinks, school has no meaning for him and his relationships are shallow. He is drawn into one more gang fight and the events that follow begin to change his life.",juvenile delinquent teenage protagonist teen angst street gang based on novel 248 more ,60
The Keep,1983,R,Drama Fantasy Horror ,"11,000,000 (estimated)","4,218,594","4,218,594","Nazis are sent to guard an old, mysterious fortress in a Romanian pass. One of them mistakenly releases an unknown force trapped within the walls. A mysterious stranger senses this from his home in Greece and travels to the keep to vanquish the force. As soldiers are killed, a Jewish man and his daughter (who are both knowledgeable of the keep) are brought in to find out what is happening.",demon nazi jew dark fantasy surrealism 113 more ,60
The Lonely Lady,1983,R,Drama ,"5,000,000 (estimated)","1,223,200","1,223,200","Jerilee Randall, a simple schoolgirl living in the San Fernando Valley, dreams of becoming a famous screenwriter. She meets the son of a famous screenwriter at a party and accepts his invitation to come to his house. They drive away with some other people, and that night one of his friends assaults her with a garden hose. The attack is interrupted--just in time--by screenwriter Walter Thornton. Jerilee and Walter become friends, then fall in love and marry. Their marriage falls apart when Jerilee's script rewrites actually improve one of Walter's screenplays and he feels one-upped. Jerilee then tries to write her own screenplay and have it produced, which ends up involving her in endless sordid affairs.",female frontal nudity female nudity lesbian casting couch screenwriter 56 more ,60
Yor: The Hunter from the Future,1983,PG,Action Adventure Fantasy Sci-Fi ,Non,"2,810,199","2,810,199","Yor, an extremely blond prehistoric warrior, comes to question his origins, particularly with regard to a mysterious medallion he wears. When he learns of a desert goddess who supposedly wears the same medallion, Yor decides that he must find her and learn his true identity. Along the way, he encounters ape-men, dinosaurs, and a strange futuristic society.",warrior desert sword and sorcery cult film sword fight 219 more ,60
The Key,1983,R,Drama History Romance ,,,,"As the rise of the Italian Fascism makes its visible presence in noble 1940s Venice, Professor Nino Rolfe and his much younger wife, the sumptuous Italian beauty, Teresa, sadly, after twenty years of marriage, witness their enthusiasm wither and the passion wane. Inevitably, all that remains now, is to let his imagination run wild and confess his boldly intimate and rousing thoughts to his elaborate diary, in the hope that Teresa will soon find it and read it. There, in his frank and unrestricted confessions, against all risk of being judged as a vile and corrupt man, Nino would admit all the things that he would never be able to say in person, urging his Goddess Teresa to finally get rid of her painful and revolting modesty. The faithful diary may be locked away in safety but the precious key is hidden in plain sight. Will innocent Teresa ever discover it, and with it, the way to unlock what quickens the faint, yet willing heart?",female masturbation voyeur female exhibitionist female full rear nudity hairy labia 156 more ,60
Merry Christmas Mr. Lawrence,1983,R,Drama War ,Non,"2,306,560","2,306,560","In 1942 British soldier Jack Celliers comes to a Japanese prison camp. The camp is run by Yonoi, who has a firm belief in discipline, honor and glory. In his view, the allied prisoners are cowards when they chose to surrender instead of committing suicide. One of the prisoners, interpreter John Lawrence, tries to explain the Japanese way of thinking, but is considered a traitor.",prisoner japanese soldier japanese culture homoeroticism imperial japan 256 more ,120
Eddie and the Cruisers,1983,PG,Drama Music Mystery ,Non,"4,786,789","4,786,789","They say rock 'n' roll never dies, but one dark night in 1964, Eddie Wilson's car went off a Jersey bridge with the troubled rock idol at the wheel. His body was never found despite a massive search. Twenty years after the lead singer of Eddie and the Cruisers disappeared, the band's songs are hotter than ever. And renewed interest in the band leads television reporter Maggie Foley to pursue a tantalizing mystery: What if Eddie is still alive? The circumstances surrounding his death are just shadowy enough to make it a distinct possibility, and someone (could it be Eddie?) has been ransacking the homes of the surviving band members in a desperate search for tapes of the group's visionary, never-released album. As Maggie interviews the former band members, the pieces of the puzzle becomes suitable - but only until still deeper mysteries begin to surface.",reporter 1960s rock 'n' roll bridge new jersey 12 more ,60
One Deadly Summer,1983,R,Drama Mystery ,,,,"Oozing sensuality, the seductively alluring, Eliane Wieck, arrives with her demure German mother and her disabled father in a rural southern French town, in a frilled dress and with a small suitcase in her hand. Pin-Pon, a car mechanic and volunteer firefighter, instantly falls for the charms of the mysterious newcomer--and before long--they get married. However, was it love at first sight for Eliane, too? What links her enigmatic presence to the family's old and dust-covered mechanical piano in the barn? It seems that the stage is set; but, what drives the cryptic young woman? Is it hungry curiosity or is it something far more sinister?",revenge sexual manipulation revenge motive provence small town 533 more ,120
Doctor Detroit,1983,R,Comedy ,Non,"10,375,893","10,375,893","Clifford Skridlow teaches at a small Chicago college run by his father. Conned into managing four prostitutes by their pimp, who skips town to escape the mob boss known as Mom, Clifford draws on his course in medieval literature in his quest to save the women from Mom.",lingerie prostitute pimp college professor voyeurism 53 more ,60
Gorky Park,1983,R,Crime Drama Mystery Thriller ,"15,000,000 (estimated)","15,856,028","15,856,028",An investigator on the Moscow police force relentlessly pursues the solution to a triple homicide which occurred in Moscow's Gorky Park. He finds that no one really wants him to solve the crime because it is just the tip of a complex conspiracy which involves the highest levels of the Moscow city government.,kgb conspiracy murder investigation soviet union moscow russia 100 more ,120
The Osterman Weekend,1983,R,Action Drama Thriller ,"6,500,000 (estimated)","6,486,797","6,486,797","In this adaptation of the Robert Ludlum novel, the host of an investigative news program has been convinced by the C.I.A. that the friends and associates he's invited to weekend with him in the country are actually engaged in a nefarious conspiracy which threatens national security,",child gagged white panties girl in panties weekend conspiracy 161 more ,60
The 4th Man,1983,Unrated,Drama Mystery Thriller ,,,,"The morbid Catholic writer Gerard Reve who is bisexual, alcoholic and has frequent visions of death is invited to give a lecture in the literature club of Vlissingen. While in the railway station in Amsterdam, he feels attracted to a handsome man who embarks on another train. Gerard is introduced to the treasurer of the club and beautician Christine Halsslag, a wealthy widow who owns the Spider beauty shop, and they engage in a one night stand. On the next morning, Gerard sees the picture of Christine's boyfriend Herman and recognizes him as the man he saw in the train station. He urges her to bring Herman to her house to spend a couple of days together, but with the secret intention of seducing the man. Christine travels to Köln to bring her boyfriend and Gerard stays alone in her house. He drinks whiskey and snoops through her safe, finding three film reels with names of men; he decides to watch the footage and discovers that Christine had married each; all of whom died in tragic accidents. Later Gerard believes Christine is a Black Widow and questions whether Herman or he will be her doomed fourth husband.",male frontal nudity bisexual man homosexual paranoia nudity 75 more ,60
House of the Long Shadows,1983,PG,Comedy Horror Mystery ,"7,500,000 (estimated)",Non,Non,"An American writer goes to a remote Welsh manor on a twenty thousand dollar bet: can he write a classic novel like ""Wuthering Heights"" in twenty-four hours? Upon his arrival, however, the writer discovers that the manor, thought empty, actually has several, rather odd, inhabitants.",secret identity father son relationship family patriarch melting face water switched with acid 92 more ,60
High Road to China,1983,PG,Adventure Drama Romance War ,"19,000,000 (estimated)","28,445,927","28,445,927",A biplane pilot is saddled with a spoiled industrialist's daughter on a search for her missing father through Asia that eventually involves them in a struggle against a Chinese warlord.,women wearing leather helmet and goggles pilot missing father warlord world war one 13 more ,60
Le ruffian,1983,,Adventure Crime ,"5,300,000 (estimated)",Non,Non,"Aldo, in his fifties, works in a gold mine in Northern Canada, in the middle of a bunch of adventurers.",sunken treasure practical joke underwater scene hostage situation falling down a waterfall 32 more ,60
Stroker Ace,1983,PG,Action Comedy Romance Sport ,Non,"13,000,000","13,000,000","Stroker Ace, a champion NASCAR driver, is standing at the top of his career, but is getting fed up with having to do as he's told. In between rebelling against his sponsor (a fried chicken chain)'s promotion gimmicks (like making him dress up in giant chicken suit) he spends the rest of the movie trying to bed the buxom Pembrook.",virgin blown up skirt bloopers during credits breaking the fourth wall car chase 52 more ,60
Fanny Hill,1983,R,Comedy Drama Romance ,,,,"Happily engaged to her handsome fiance, Charles, Fanny is soon hit with one misfortune after another until she is forced to become a prostitute to survive. This is the story, with many erotic asides, of her struggle to regain her pride in herself and find happiness in life once again.",penis fixation male rear nudity male nudity male frontal nudity breaking the fourth wall 71 more ,60
Nana,1983,R,Comedy Drama ,,,,"In Zola's Paris, an ingenue arrives at a tony bordello: she's Nana, guileless, but quickly learning to use her erotic innocence to get what she wants. She's an actress for a soft-core filmmaker and soon is the most popular courtesan in Paris, parlaying this into a house, bought for her by a wealthy banker. She tosses him and takes up with her neighbor, a count of impeccable rectitude, and with the count's impressionable son. The count is soon fetching sticks like a dog and mortgaging his lands to satisfy her whims. She bankrupts him, arranges the debauching of his wife, and seduces his son on his wedding day. What else can she accomplish before she leaves Paris airborne?",character name as title forename as title softcore simulated blowjob female full frontal nudity 126 more ,60
The Wicked Lady,1983,R,Adventure Drama ,"8,000,000 (estimated)","724,912","724,912","Caroline is to be wed to Sir Ralph and invites her sister Barbara to be her bridesmaid. Barbara seduces Ralph, however, and she becomes the new Lady, but despite her new wealthy situation, she gets bored and turns to highway robbery for thrills. While on the road she meets a famous highwayman, and they continue as a team, but some people begin suspecting her identity, and she risks death if she continues her nefarious activities.",female nudity whipping nudity elaborate brooch boys spying on sex scene 24 more ,60
Of Unknown Origin,1983,R,Horror Thriller ,"4,000,000 (estimated)","1,080,470","1,080,470","Bart Hughes has a pretty good life, a beautiful wife, a young son, a good job with promotion prospects, and a renovated brownstone in New York. When wife and kid leave for a vacation, Bart stays behind to work on a project that will earn him that promotion, unaware that a certain inhabitant of his basement has other plans for his time. Bart goes a bit bonkers trying to kill this rat, destroying most of his house in the process. Certain allegorical elements tie the household conflict to the ""rat race"" in his office, but the main event is certainly the night-and-day contest of wills between man and rodent.",cat black comedy rat house based on novel 23 more ,60
Without a Trace,1983,PG,Drama Mystery ,Non,"9,632,062","9,632,062","This movie, centering on a child's abduction, casts Kate Nelligan as the distraught mother who lashes out at the police (in the person of a relentless detective played by Judd Hirsch), who treat her and her husband as suspects, even as she hounds them to find her child and drives away her husband (David Dukes) and friends (including Stockard Channing) with her intensity and single-mindedness.",detective brooklyn new york city father son relationship brooklyn bridge pedophile 10 more ,120
Gabriela,1983,R,Comedy Drama Romance ,Non,"1,318,839","1,318,839","In 1925, Nacib (Marcello Mastroianni) is the owner of bar in a small Brazilian coastal town runs by the local colonels. He meets Gabriela (Sonia Braga) and hires her on as a cook. They soon enter a passionate relationship, fueled by his strong attraction to her sensual nature. However, he soon grows annoyed by the attention she receives. Under advisement of his best friend, Tonico (Cantafora), he proposes to her, partly in the hopes that the attention quells. After their marriage, he insists that she dress and behave more modestly so they can be seen as more respectable. Unfortunately, she cannot help but stray and he is forced to annul the marriage when he finds her in bed with Tonico. Later, as both Nacib and the town begin to undergo a transformation, Nacib and Gabriela resume their relationship. The political ways of the town modernize slightly and Gabriela returns as Nacib's mistress.",wife caught having sex barefoot woman mistress sexy woman female removes her clothes 33 more ,60
Beyond the Limit,1983,R,Drama Romance Thriller ,"11,800,000 (estimated)","5,997,566","5,997,566","During the rule of brutal right wing military juntas in Paraguay and Argentina, Dr. Eduardo Plarr, half-English and half-Paraguayan medical doctor, returns from Buenos Aires to work in the small town of Corrientes, Argentina, where he first arrived after his escape from Paraguay years earlier. He quickly begins to form new friendships such as the one with the alcoholic British Honorary Consul, Charley Fortnum, whose beautiful Argentinian wife, a former high-class prostitute named Clara, Eduardo seduces and they have a passionate affair. He also re-establishes old ones like the one with junta's Colonel Perez and Leon, a former priest turned rebel leader, who also happens to be Eduardo's childhood friend from Paraguay. All of this comes together to create a serious problem for Eduardo when he is asked to help the rebels kidnap the US ambassador, who's coming to visit Corrientes and whose kidnapping might force the US to force the Paraguayan junta to release several political prisoners, including Eduardo's father who may or may not still be alive.",sex scene hostage situation prostitute political prisoner alcoholic 51 more ,60
The Lords of Discipline,1983,R,Thriller ,Non,"11,787,127","11,787,127","Will arrives for his last year at The Carolina Military Institute, in the Deep South USA, in the 1960s. A black student, Pearce, has been accepted, for the first time and Will is asked to keep an eye out for the inevitable racism. The racists come in the form of The Ten, a secret group of the elite students. They want Pearce to leave on his own free will, but are prepared to torture him to make it 'his free will'. Will is forced to help Pearce and he is prepared to risk his own career to do so.",racism loyalty friendship humiliation military school 20 more ,60
"Reuben, Reuben",1983,R,Comedy Drama Romance ,"3,500,000 (estimated)",Non,Non,"Gowan McGland is a half-Irish/half-Welsh Scottish poet with some renown. He is also a total s*** - a boozer, a womanizer (his conquests more frequently married than not), lazy, and a leech, with a deteriorating body and bad teeth, losing which he equates with death. He also has his charms, which, in combination with his renown, leads to him usually being able to get what he wants. His wife, Edith McGland, also a writer, is well aware of who he is, their marriage which is in name only, although they are still good friends. It is because of her profession and her connection that she has been commissioned to write his biography. Because he is lazy, he has not written anything in five years. He is on a speaking tour to earn what little money he has, currently on an extended stop in Woodsmoke, Connecticut. His reputation in almost every sense precedes him in Woodsmoke - including his womanizing where probably only the husbands of his conquests are unaware of what's going on, and his excessive drinking. He is able to sponge off the generosity of the people who hear him speak, but worse he steals the tips they leave when they take him out for meals. His life may change when he meets college student Geneva Spofford, with who he falls in love. She, in return, is not immune to his charms. The question is whether there is a future for Gowan and Geneva, or if his life will catch up with him. Reuben, the sheepdog belonging to Geneva's grandfather and Gowan's friend Frank Spofford, may have some say in what happens.",poet repetition in title poetry reading older man younger woman relationship love 26 more ,60
Daniel,1983,R,Drama ,Non,"687,475","687,475","The fictionalized story of Daniel, the son of Paul and Rochelle Isaacson, who were executed as Soviet spies in the 1950s. As a graduate student in New York in the 1960s, Daniel is involved in the antiwar protest movement and contrasts his experiences to the memory of his parents and his belief that they were wrongfully convicted.",panties espionage character name as title forename as title one word title 14 more ,120
Heat and Dust,1983,R,Drama Romance ,Non,"1,761,291","1,772,889","Anne is investigating the life of her grand-aunt Olivia, whose destiny has always been shrouded with scandal. The search leads back to the early 1920s, when Olivia, recently married to Douglas, a civil servant in the colonial administration, comes to live with him in India. Slowly, Olivia becomes fascinated by India and by the local ruler, a nawab who combines British distinction with Indian pomp and ruthlessness. This fascination is not without risks: the region is being ransacked by a group of sanguinary bandits, and intrigues are opposing the prejudiced British community led by Major Minnies and Dr. Saunders against the nawab. As Anne delves into the history of her grand-aunt, she is led to reconsider her own life.",india 1920s flashback interracial relationship prince 21 more ,120
El Sur,1983,Not Rated,Drama Mystery Romance ,Non,Non,"11,959",The movie tells a melancholic story of a little girl who is living in a city in the north of Spain. She is fascinated by the secrets of the south which seem to be hidden in the personality of her father.,doctor first communion dancing weather vane cooking 39 more ,60
The Jigsaw Man,1983,PG,Thriller ,,,,"Philip Kimberly's a former head of British secret service, who had defected to the Soviet Union. One day, he receives instructions; he's to go back surreptitiously to the West, with the goal of retrieving some important documents. After having plastic surgery to alter his appearance, he is put back on the western side. When he accomplishes his goal, he thinks his handlers won't need him anymore. So, with the documents in his possession, rather than returning to the East, and possible assassination, he instead plays one side off against the other--KGB against Mi6.",plastic surgery soviet union london england traitor father daughter relationship 33 more ,60
The Moon in the Gutter,1983,R,Drama ,,,,"In Marseilles, a woman commits suicide after she is raped in an alley. Nightly, her brother Gerard broods at the scene hoping to catch the rapist. He lives with his lover Bella whom he neglects, an alcoholic brother who lurks about, and his father who's stayed drunk since the daughter's death, ignoring work and his own companion. At a seedy bar, Gerard meets a wealthy, nihilistic hedonist and his beautiful sister. Gerard flips for her and thinks she's his ticket out of the slum. Bella warns him otherwise and also, in jealousy, sets two thugs on him. Then Gerard thinks he's found his sister's rapist. These emotional crises force Gerard to choose what's most important.",avenge astronomical object in title rape and revenge marseille slum 52 more ,120
The Black Stallion Returns,1983,PG,Adventure Family ,Non,"12,049,108","12,049,514",The Black is stolen from Alec by his former Arabian owners. Alec sets off on an adventure to Arabia to reclaim his beloved horse. Based on the books by Walter Farley.,black stallion the horse character animal in cast credits arabian stallion arabian desert barn fire 28 more ,60
Savage Attraction,1983,R,Biography Drama Thriller ,,,,"Horrific true tale set in late-'70s Australia about Christine Lewis, a naive 16-year-old who, in 1974, meets Walter Maresch, a handsome German immigrant working as a carny, and they quickly fall in love. However, his secret sadistic side quickly begins to reveal itself and he manages to strong-arm her into marriage. Things get progressively worse even after they have a baby, but her nightmare truly begins when he reveals to her that he is actually a fanatical member of the banned Nazi Party and forces her to move with him to West Germany, where the neo-Nazi group he belongs to operates. As his abusive behavior worsens and his neo-Nazi activities turn violent, she's forced to choose between her life - and his.",neo nazi abortion 16 year old girl german immigrant carny 69 more ,60
Confidentially Yours,1983,PG,Comedy Crime Mystery Thriller ,Non,509,509,"Claude Massoulier is murdered while hunting at the same place as Julien Vercel, an estate agent who knew him and whose fingerprints are found on Massoulier's car. As the police discovers that Marie-Christine Vercel, Julien's wife, was Massoulier's mistress, Julien is very suspected. But his secretary, Barbara Becker, while not quite convinced he is innocent, defends him and leads her private investigations...",police interrogation accused of murder lawyer jealousy duck shooting 29 more ,60
"Another Time, Another Place",1983,R,Drama War ,,,,"Set in 1943 Scotland during World War II, Janie is a young housewife married to a man named Dougal, 15 years her senior. As part of a war rehabilitation program, Janie and Dougal welcome three Italian P.O.W.'s to work on their farm and Janie soon falls in love and enters into a doomed affair with one of the Italians named Luigi.",unhappy ending female nudity full frontal female nudity doomed romance italian 33 more ,60
Spasms,1983,R,Horror Sci-Fi ,"4,900,000 (estimated)",Non,Non,A gigantic serpent is captured on a remote island and shipped to an American college for experimentation. A British millionaire and an American scientist find themselves in hot pursuit of the beast when it escapes from captivity and starts to kill innocent people.,corpse female frontal nudity snake worshipper micronesia greenhouse 90 more ,60
