Link,Title,Release_Date,ViewRating,Runtime,Genres,Description
/title/tt0075959/,Jin yu liang yuan hong lou meng,(2007), ,108 min,"Musical, Romance",
/title/tt0144084/,American Psycho,(2000),R,101 min,"Comedy, Crime, Drama","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
/title/tt0180093/,Requiem for a Dream,(2000),R,102 min,Drama,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.
/title/tt0266308/,Battle Royale,(2000),Not Rated,114 min,"Action, Adventure, Drama","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
/title/tt0190590/,"O Brother, Where Art Thou?",(2000),PG-13,107 min,"Adventure, Comedy, Crime","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
/title/tt0163978/,The Beach,(I) (2000),R,119 min,"Adventure, Drama, Romance","On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise."
/title/tt0177971/,The Perfect Storm,(2000),PG-13,130 min,"Action, Adventure, Drama",An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.
/title/tt0241303/,Chocolat,(2000),PG-13,121 min,"Drama, Romance",A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.
/title/tt0146882/,High Fidelity,(2000),R,113 min,"Comedy, Drama, Music","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
/title/tt0190332/,"Crouching Tiger, Hidden Dragon",(2000),PG-13,120 min,"Action, Adventure, Drama",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
/title/tt0192255/,The Little Vampire,(2000),PG,95 min,"Adventure, Comedy, Family","A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire."
/title/tt0211181/,102 Dalmatians,(2000),G,100 min,"Adventure, Comedy, Family",Cruella DeVil gets out of prison and goes after the puppies once more.
/title/tt0146984/,The Legend of Bagger Vance,(2000),PG-13,126 min,"Drama, Fantasy, Sport",A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.
/title/tt0185183/,Battlefield Earth,(2000),PG-13,118 min,"Action, Adventure, Sci-Fi","It's the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime."
/title/tt0198021/,Where the Heart Is,(2000),PG-13,120 min,"Comedy, Drama, Romance","A pregnant seventeen-year-old rebuilds her life after being abandoned by her boyfriend at a Walmart in Sequoyah, Oklahoma."
/title/tt0162650/,Shaft,(2000),R,99 min,"Action, Crime, Thriller",New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.
/title/tt0223897/,Pay It Forward,(2000),PG-13,123 min,Drama,A young boy attempts to make the world a better place after his teacher gives him that chance.
/title/tt0149624/,All the Pretty Horses,(2000),PG-13,116 min,"Drama, Romance, Western","Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter."
/title/tt0228786/,The Crimson Rivers,(2000),R,106 min,"Crime, Mystery, Thriller",A murder detective must follow the footsteps of a brutal killer within the secrets of a classist college.
/title/tt0208988/,Get Carter,(2000),R,102 min,"Action, Crime, Drama",A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.
/title/tt0164212/,Under Suspicion,(2000),R,110 min,"Crime, Drama, Thriller","A wealthy attorney in San Juan comes to the police station for ""10 minutes"" of follow-up questions to finding a 12-year-old girl's body in a park. Another young girl was also raped and murdered weeks earlier and the evidence points to him."
/title/tt0185014/,Wonder Boys,(2000),R,107 min,"Comedy, Drama","An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in."
/title/tt0163983/,Bless the Child,(2000),R,107 min,"Crime, Drama, Horror","Cody, a little girl abandoned by her mother and raised by her aunt, a nurse, is kidnapped. The girl's guardian, aided by an F.B.I. agent, learn that Cody has supernatural abilities, and the abductees are a Satanic cult willing to do anything to gain them."
/title/tt0216651/,Vampire Hunter D: Bloodlust,(2000),R,103 min,"Animation, Action, Fantasy","When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back."
/title/tt0260991/,Joint Security Area,(2000),Not Rated,110 min,"Action, Drama, Thriller","After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
/title/tt0183659/,Pollock,(2000),R,122 min,"Biography, Drama","A film about the life and career of the American painter, Jackson Pollock."
/title/tt0190524/,Left Behind: The Movie,(2000),PG-13,96 min,"Action, Drama, Fantasy",The Biblical prophecy of Armegeddon begins when the Rapture instantly takes all believers in Christ from the Earth. A reporter left behind learns that the Anti-Christ will soon take power.
/title/tt0186183/,The Guilty,(2000),R,108 min,"Crime, Drama, Thriller","A young person gets hired to kill someone completely unknown, by someone equally unknown. Or is that true? Nothing is what it seems."
/title/tt0210382/,The Weight of Water,(2000),R,114 min,"Crime, Drama, Mystery",A newspaper photographer researches an 1873 double homicide and finds her own life paralleling that of a witness who survived the tragic ordeal.
/title/tt0156812/,My Dog Skip,(2000),PG,95 min,"Comedy, Drama, Family","A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip."
/title/tt0127349/,Waking the Dead,(2000),R,105 min,"Drama, Mystery, Romance","A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge."
/title/tt0249241/,Werckmeister Harmonies,(2000), ,145 min,"Drama, Mystery",A naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction.
/title/tt0223268/,Faust,(2000),R,98 min,"Drama, Fantasy, Horror","A man sells his soul to the devil in order to gain superpowers and avenge the brutal death of his girlfriend. When he realizes that the price is the soul of his new love interest, he turns on the devil."
/title/tt0204761/,La fidélité,(2000), ,166 min,Drama,A talented photographer who lands a lucrative job in Paris with a scandal-mongering tabloid and becomes romantically involved with an eccentric children's book publisher while resisting the sexual advances of another photographer.
/title/tt0200669/,The Golden Bowl,(2000),R,130 min,"Drama, Romance",A man marries an heiress for her money even though he is actually in love with her friend.
/title/tt0218378/,The Claim,(2000),R,120 min,"Drama, Romance, Western","A prospector who sold his wife and infant daughter in exchange for a mining claim, tries desperately to win them back as he helps to build the Pacific Railroad with a group of pioneer friends."
/title/tt0200720/,The House of Mirth,(2000),PG,135 min,"Romance, Drama",A woman risks losing her chance of happiness with the only man she has ever loved.
/title/tt0217629/,Looking for Alibrandi,(2000), ,103 min,"Comedy, Drama, Romance",
/title/tt0204137/,Animal Factory,(2000),R,94 min,"Crime, Drama","A young man goes to prison and a tough, older convict takes him under his wing as a mentor."
/title/tt0209322/,Skipped Parts,(2000),R,100 min,"Comedy, Drama, Romance",An ungrounded young mother and her thoughtful teenage son are banished to a remote provincial town by her domineering father.
/title/tt0217019/,Sade,(2000), ,100 min,"Biography, Crime, Drama",A man prepares himself to be transferred to a detention center and rest home where he will relive one more time the highlights of his youth.
/title/tt0237993/,101 Reykjavík,(2000),Not Rated,88 min,"Comedy, Romance","Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve."
/title/tt0259442/,The Monkey's Mask,(2000),R,93 min,"Crime, Mystery, Thriller","A lesbian private detective dives head first into murder, manipulation and the consuming power of sex."
/title/tt0227277/,Burnt Money,(2000),R,125 min,"Crime, Drama, Romance","Nene & Angel and their accomplice Cuervo participate in a botched bank robbery in 1965 Buenos Aires, then hide out from the police in Uruguay while the gang breaks down."
/title/tt0245929/,Devils on the Doorstep,(2000), ,139 min,"Comedy, Drama, War",Villagers in World War II China are unsure what to do with the two enemy prisoners who have been left in their care.
/title/tt0206926/,Maybe Baby,(2000),R,104 min,"Comedy, Romance",A comedy about a couple (Hugh Laurie and Joely Richardson) who are trying to conceive a child.
/title/tt0208032/,Canone inverso - Making Love,(2000), ,107 min,Drama,
/title/tt0197384/,Crime + Punishment in Suburbia,(2000),R,100 min,"Drama, Thriller","A darkly romantic story of murder and redemption, set against an eerily familiar American landscape."
/title/tt0188518/,Complicity,(2000),R,99 min,"Thriller, Drama","Cameron Colley is a young scottish journalist, with an interest in exposing the wrongs committed by the rich and powerful. Life is comfortable enough but uneventful, until someone starts murdering the people in his articles."
/title/tt0153464/,Up at the Villa,(2000),PG-13,115 min,"Drama, Romance","A widow finds choosing a new husband might not be her choice at all, as the actions of her various prospects confine her freedom."
/title/tt0269856/,Ritual,(2000), ,128 min,Drama,"A disillusioned filmmaker has an encounter with a young girl who has a ritual of repeating ""Tomorrow is my birthday"" everyday. He tries to communicate with her through his video camera."
/title/tt0216605/,La captive,(2000),Not Rated,118 min,"Drama, Music, Romance","An adaptation of Proust's ""La Prisoniere"" (book five of ""Remembrance of Things Past""). Set in Paris, France, it is a serious tale of a tragic and dysfunctional love."
/title/tt0188055/,Mercy,(2000),R,117 min,"Mystery, Thriller",Detective Catherine Palmer investigates a series of sexually gruesome serial murders and becomes embroiled in a world of lesbianism and bondage after she becomes obsessed with one of the victims' paramours.
/title/tt0250809/,La virgen de los sicarios,(2000),R,101 min,"Crime, Drama",
/title/tt0232083/,Merci pour le Chocolat,(2000),Not Rated,101 min,"Crime, Drama, Mystery",
/title/tt0238321/,Ivans xtc.,(2000),Not Rated,93 min,Drama,"Update on Leo Tolstoy's ""The Death of Ivan Ilyich,"" set in contemporary Hollywood."
/title/tt0220631/,El mar,(2000),Unrated,107 min,"Drama, War",Two young men and a woman who shared the same traumatic childhood experience during the Spanish Civil War are reunited years later at a hospital for tuberculosis treatment.
/title/tt0244173/,Le roi danse,(2000), ,115 min,"Drama, History, Music",
/title/tt0263124/,Bicho de Sete Cabeças,(2000), ,74 min,Drama,
/title/tt0216689/,Les Destinées,(2000), ,180 min,"Drama, Romance",
/title/tt0219333/,Suspicious River,(2000),R,92 min,Drama,"A young married woman (Parker) sells her body, not just for money, to guests at the motel where she works as a receptionist."
/title/tt0215681/,Crazy,(2000), ,97 min,Drama,
/title/tt0246875/,Purely Belter,(2000), ,99 min,"Comedy, Drama",Two teenage boys will do anything to get money to buy season tickets for their local team.
/title/tt0239450/,Ants in the Pants,(2000), ,95 min,"Comedy, Fantasy, Romance","A late bloomer, 15-year-old Flo experiences his sexual awakening, relentlessly targeting his gorgeous classmate Leonie. Flos friends eagerly try to help him out. The only problem may be Leonies boyfriend."
/title/tt0199650/,Jill Rips,(2000),R,94 min,"Drama, Thriller","A tough guy goes undercover on a personal mission of vengeance into the hardcore world of S&M, to find out who's responsible for the death of his brother."
/title/tt0242572/,Priyuralu Pilichindi,(2000), ,151 min,"Drama, Romance","An Indian adaptation of Jane Austen's ""Sense and Sensibility"" focusing on two sisters of opposing temperaments."
/title/tt0269546/,Mi in,(2000), ,93 min,Drama,
/title/tt0233651/,Englar alheimsins,(2000), ,100 min,"Biography, Drama",
/title/tt0303243/,Happy Times,(2000),PG,102 min,"Comedy, Drama, Romance",
/title/tt0179443/,Rancid Aluminum,(2000),R,91 min,"Comedy, Crime, Drama",Pete in London inherits a company. The ambitious accountant makes a deal with a Russian mafia boss. The Russian wants hard currency and grand-kids but kills his daughter's lovers. His daughter needs an Englishman like Sir Francis Drake.
/title/tt0301527/,Playing with Fire,(2000), ,118 min,Drama,Two young people falling in love while exploring the politics of sexual awakening and social relations leading to a complex web of deceit and understanding.
/title/tt0201899/,A Rumor of Angels,(2000),PG-13,106 min,Drama,An old woman helps a young boy resolve his feelings over the death of his mother.
/title/tt0234288/,Divided We Fall,(2000),PG-13,117 min,"Comedy, Drama, War","In Nazi occupied Czech Republic (then Protectorate Bohemia and Moravia), a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution."
/title/tt0211492/,The Luzhin Defence,(2000),PG-13,109 min,"Drama, Romance",Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.
/title/tt0214757/,Held for Ransom,(2000),Unrated,88 min,Thriller,Five spoiled high-school students are kidnapped and held for ransom in a remote swamp area.
/title/tt0221554/,Six-Pack,(2000), ,110 min,Thriller,A few young women are murdered in Paris and as police progress in the investigation they realise that discovering the identity of the serial killer is not enough to bring the maniac to justice.
/title/tt0216578/,Murderous Maids,(2000), ,94 min,"Biography, Crime, Drama",Based on the true story of two chambermaids (the Papin sisters) of 1930s France who murdered their employer and her daughter.
/title/tt0120733/,Lion of Oz,(2000),Not Rated,74 min,"Family, Animation, Musical","A circus lion (Jason Priestley) finds himself in a magical land where he becomes the leader of a journey to stop the Wicked Witch of the East (Lynn Redgrave), a task which may lead him to lose a part of himself."
/title/tt0218138/,Dead Babies,(2000),R,101 min,Comedy,Residents prime themselves for both a visit from three Americans and a weekend of copious decadence.
/title/tt0170452/,Prince of Central Park,(2000),PG-13,109 min,"Action, Adventure, Drama","A young boy sets out to find his mother. After setting up camp in Central Park, he encounters a group of people even needier than himself."
/title/tt0199000/,Gripsholm,(2000), ,100 min,"Drama, History, Romance",The summerly adventures of Kurt (Tucholsky) and girl friend staying in a Swedish castle whilst the political changes in Germany in the thirties.
/title/tt0271029/,Come Sweet Death,(2000), ,107 min,"Comedy, Mystery, Thriller",Ex-detective Brenner wants to keep himself out of trouble but several murder cases and his ex-girlfriend Klara finally get him involved. But making decisions is not one his strengths.
/title/tt0247887/,A Night with Sabrina Love,(2000), ,100 min,"Comedy, Drama",
/title/tt0275969/,Blood and Honor,(2000), ,273 min,"Action, Drama, War",
/title/tt0282524/,The Ghost of Greville Lodge,(2000),TV-PG,88 min,"Family, Mystery",Inquisitive teenage orphan James is invited to stay at his uncle's country mansion. He explores the property and discovers the house holds many mysterious secrets.
/title/tt0187387/,Living the Life,(2000),R,90 min,"Crime, Drama","Two childhood friends, now in a street gang, look to their dancing ability as a way out."
/title/tt0226198/,La mécanique des femmes,(2000), ,94 min,Drama,"A man stands before the insatiable desire of women, their sensual instincts and carnivores, their hilarious seduction games, their grace, their rudeness, their needs; love them."
/title/tt0169543/,Almost Blue,(2000), ,86 min,Thriller,
/title/tt0194104/,Leak,(2000), ,105 min,"Action, Crime, Thriller",
/title/tt0262833/,Tinta roja,(2000), ,121 min,"Crime, Drama","Alfonso wants to be a writer, but he decides to practice as a journalist. When he is assigned to the crime section of a newspaper, he will witness the dirty world of Peruvian tabloids."
/title/tt0221115/,Denti,(2000), ,96 min,"Comedy, Drama, Romance","Antonio is a man who was born with unusually large incisors; his freakishly huge teeth make him an outcast from his peers as a child, and he attempts more than once to break off the offending choppers."
/title/tt0246498/,The City of Lost Souls,(2000),R,102 min,"Crime, Drama, Thriller",Violent gangster movie with a Brazilian protagonist.
/title/tt0203830/,Reaper,(2000),R,96 min,"Horror, Mystery, Thriller",
/title/tt0262560/,The Law of Enclosures,(2000), ,111 min,Drama,"Story of the same couple, first in their teenage years and then in their twilight years, paradoxically set in the same time during the backdrop of the Gulf War in the Middle East."
/title/tt0244624/,Lázaro de Tormes,(2000), ,88 min,"Comedy, Drama",A grown Lazaro has to prove to a court that his unlawful ways are not his choice but the only option to escape hunger.
/title/tt0210738/,En häxa i familjen,(2000), ,85 min,Family,
/title/tt0210357/,Taliesin Jones,(2000),PG,93 min,"Drama, Family","A lonely boy, from a broken family, becomes inspired by faith healers."
/title/tt0197402/,Detektor,(2000), ,104 min,"Comedy, Drama",
/title/tt0208198/,Hassel/Förgörarna,(2000), ,107 min,"Action, Thriller",Roland Hassel meets the dangerous Russian mafia.
/title/tt0273259/,Helter Skelter,(2000), ,60 min,Horror,
/title/tt0236167/,I Went To,(2000), ,111 min,"Action, Crime",New magistrate cleans up a corrupt town in his own comic Samurai way.
/title/tt0265317/,Meseautó,(2000), ,93 min,"Comedy, Romance",
/title/tt0254325/,Comedy of Innocence,(2000), ,100 min,"Drama, Fantasy, Mystery",
/title/tt0212215/,Her i nærheden,(2000), ,100 min,Drama,
/title/tt0167380/,Russkiy bunt,(2000), ,130 min,"Drama, Romance",A historical drama based on the novel of the same name.
/title/tt0213733/,Jadviga párnája,(2000), ,130 min,Drama,
/title/tt0278080/,Syzyfowe prace,(2000), ,99 min,Drama,
/title/tt0375093/,Srabon Megher Din,(2000), ,150 min,"Drama, Romance","The second movie directed by Humayun Ahmed. A village drama interweave around a charming girl, a folk singer, his love interest and the local aristocratic family's involvement, the movie provide with some beautiful songs."
/title/tt0233954/,It Was an Accident,(2000), ,96 min,"Comedy, Drama",An ex-con gets caught in the wrong place at the wrong time.
/title/tt0195001/,Kanak Attack,(2000), ,86 min,Drama,
/title/tt0213561/,Christie Malry's Own Double-Entry,(2000), ,89 min,"Drama, Thriller",A man uses the principles of double-entry bookkeeping to settle his accounts with society.
/title/tt0266568/,Futei no kisetsu,(2000),Not Rated,88 min,"Comedy, Drama",
/title/tt0211309/,Il cielo cade,(2000), ,102 min,"Drama, Music, Romance",
/title/tt0239593/,Mariken,(2000), ,92 min,"Drama, Family, Fantasy",
/title/tt0234058/,Thomas and the Falcon King,(2000), ,96 min,"Family, Fantasy",
/title/tt0194026/,Hurmaava joukkoitsemurha,(2000), ,118 min,Comedy,
/title/tt0230652/,Pramen zivota,(2000), ,107 min,"Drama, History, Romance",
/title/tt0242627/,Là-bas... mon pays,(2000), ,114 min,Drama,
/title/tt0187474/,Saint-Cyr,(2000), ,119 min,"Drama, History, Romance","Madame de Maintenon rises from humble beginnings to become a courtesan to the royal court and eventually marries King Louis XIV. With the king's indulgence, Maintenon opens a special school for girls."
/title/tt0304809/,The Guys from Paradise,(2000), ,114 min,"Crime, Drama",
/title/tt0249086/,Poor Liza,(2000), ,105 min,Drama,A beautiful peasant girl is romanced and abandoned by a young nobleman.
/title/tt0266870/,Crossfire,(2000), ,115 min,"Crime, Drama, Horror",A woman with the power to start fires with her mind searches for revenge for the murder of her friend by men above the law.
/title/tt0266048/,Howaitoauto,(2000), ,129 min,"Action, Thriller",
/title/tt0190994/,Cold Blooded,(2000),R,97 min,"Crime, Drama, Thriller",
/title/tt0247953/,El beso que me diste,(2000),Not Rated,91 min,"Drama, Romance, Thriller",
/title/tt0233910/,Isola: Multiple Personality Girl,(2000), ,94 min,"Action, Drama, Horror",
/title/tt0264740/,Juegos bajo la luna,(2000),TV-MA,84 min,Drama,
/title/tt0205936/,Five Seconds to Spare,(2000),Not Rated,99 min,"Crime, Mystery, Thriller","A young musician travels to London in pursuit of his dreams, but winds up the sole witness to a bizarre murder."
/title/tt0220651/,To Die (Or Not),(2000),Not Rated,89 min,Drama,"Seven individual stories ending with each character meeting their doom are replayed with alternate endings, showing how one slight shift of events can change their fate."
/title/tt0405312/,The Teacher,(2000), ,100 min,"Crime, Drama, Mystery",
/title/tt0222096/,Kalt ist der Abendhauch,(2000), ,124 min,"Drama, Romance",
/title/tt0266381/,Fill Me with Life,(2000), ,106 min,"Crime, Drama, Romance",
/title/tt0192678/,Tierra del fuego,(2000), ,108 min,Drama,"The chronicles of the Romanian engineer Julius Popper, a nationalized Argentine and one of the principle actors in the genocide of the Selk'nam, one of the indigenous peoples who inhabited the Tierra del Fuego Archipelago."
/title/tt0179137/,Coronación,(2000), ,140 min,"Drama, Romance",A lonely man becomes increasingly obsessed with the beautiful teenager he used to help care for his grandmother.
/title/tt0263824/,El otro barrio,(2000), ,130 min,Drama,
/title/tt0272010/,Blinker en het Bagbag-juweel,(2000), ,92 min,"Family, Action, Adventure","Blinker, a boy who likes to play a detective, goes looking for the stolen family jewels of a baroness together with his friends Nellie and Sara."
/title/tt0120485/,Way Past Cool,(2000),R,96 min,Drama,"Based on the award-winning best seller by Jess Mowry, ""Way Past Cool"" is a coming-of-age story told in reverse, for it is the story of a group of young black kids and their fight to reclaim their childhood."
/title/tt0206200/,Il partigiano Johnny,(2000), ,135 min,"Drama, War",
/title/tt0243116/,Anna,(I) (2000), ,86 min,Drama,Ambassador Anna leaves her husband in Morocco to go to Denmark and prepare a divorce.
/title/tt0199700/,Lakeuden kutsu,(2000), ,99 min,Drama,Erkki Hakala returns home from America.
/title/tt0260814/,Karafuru,(2000), ,126 min,Comedy,"Upon reaching the train station to death, a dejected soul is informed that he is 'lucky' and will have another chance at life. He is placed in the body of a 14-year-old boy named Makoto Kobayashi, who has just committed suicide."
/title/tt0283943/,Blanca Madison,(2000), , ,"Drama, Thriller",
/title/tt0274947/,Telegram,(2000), ,82 min,Drama,"In Jakarta, a young journalist struggling to escape from the confines of familiar obligations, receives a telegram informing him that his mother is dying."
/title/tt0188135/,Pelon maantiede,(2000), ,95 min,"Crime, Drama, Mystery","When her sister is mugged and raped, Oili, a young female forensic dentist, meets a group of abused women who have taken matters to their own hands to make the living in fear and just letting it happen stop."
/title/tt0194027/,"Hylätyt talot, autiot pihat",(2000), ,103 min,"Drama, War",
/title/tt0218741/,Just Run!,(2000), ,90 min,"Drama, Romance","13-year-old Milio admires his older brother Luis who belongs to a drug gang in a poor Madrid suburb. But after the death of a friend and gang member, Luis himself only wants to get out of the dealer scene and lead a normal life."
/title/tt0213539/,La candide madame Duff,(2000), ,90 min,Drama,"Married to a younger woman, Jacob sinks into jealousy, alcohol and violence."
/title/tt0257939/,The Guava House,(2000), ,100 min,Drama,
/title/tt0198654/,Lijmen/Het been,(2000), ,110 min,"Crime, Drama","Story of two con men, Boorman and his younger assistant Laarmans, who are trying to sell companies their non-existing magazine."
/title/tt0222081/,Juliane,(2000), ,100 min,Drama,
/title/tt0268763/,"Y decirte alguna estupidez, por ejemplo, te quiero",(2000), ,101 min,"Comedy, Romance","The adventures of a group of secondary school . Juan, one of the group, falls in love with Sara, the new girl."
/title/tt0236793/,Nella terra di nessuno,(2000), ,86 min,Drama,"Beginning of the 80's: a politician is kidnapped and dies of heart attack during an interrogation. Before his death, the terrorists videotape his report on the exchange of money between businesspersons and politicians."
/title/tt0194811/,Sos Laribiancos - I dimenticati,(2000), ,102 min,War,
/title/tt0784145/,The Boy Who Saw the Wind,(2000), ,97 min,"Animation, Action, Adventure","A boy has a powerful gift, a war hungery government comes to use him to create a weapon. He learns the origins of his power and units a people to over throw the evil government."
/title/tt0207130/,Sulla spiaggia e di là dal molo,(2000), ,130 min,Drama,
/title/tt0256630/,Baba,(2000), ,96 min,"Comedy, Drama",A middle-aged man raises his son all by himself. He works as the chairman of the labor union and acts the way of putting on airs and cocky style both at work and home. He tries to build good relations with son but it does not work.
/title/tt0217025/,Sauve-moi,(2000), ,100 min,Drama,
/title/tt0245066/,Adela,(2000), ,103 min,Thriller,
/title/tt0260960/,Huanglian houpu,(2000), , ,Drama,
/title/tt0260315/,Las razones de mis amigos,(2000), ,105 min,"Drama, Romance",
/title/tt0185170/,Babaouo,(2000), ,70 min,Fantasy,
/title/tt0270095/,Yeshe Dolma,(2000), ,104 min,Drama,"'Song of Tibet', displays the last century of Tibetan history by telling the love story of Yeshe Dolma a Tibetan woman, her romance with three men and her whole life. The actors and actress are all of Tibetan nationality."
/title/tt0212958/,Fruen på Hamre,(2000), ,87 min,Drama,
/title/tt0253987/,De zwarte meteoor,(2000), ,107 min,"Drama, Sport",About the first black professional soccer player in the Netherlands Steve Mokone who played for Heracles. Based on true events.
/title/tt0261900/,Pleure pas Germaine,(2000), ,96 min,"Comedy, Drama, Family","After the dead of the eldest daughter, Germaine and Gilles and their children leave for a holiday in the mountains to restore their bond. However, the killer of their daughter also resides in those mountains and Gilles wants revenge."
/title/tt0244715/,Pierwszy milion,(2000), ,96 min,"Action, Drama",
/title/tt0265740/,Sheng si jue ze,(2000), ,162 min,Drama,
/title/tt0195352/,Total Loss,(2000), ,95 min,Drama,"A drifter, the doctor who has fallen for him and a third man who has recently lost his father are involved in a fiery auto crash."
/title/tt0242726/,Het negende uur,(2000), , ,Drama,
/title/tt0246608/,Andel Exit,(2000), ,100 min,Drama,
/title/tt0241250/,The Blind Date,(2000), ,147 min,Thriller,
/title/tt0292718/,Total Kheops,(2000), ,90 min,"Crime, Drama","A man is murdered soon after getting out of jail. His longtime friend, a cop, sets out to find out who did it and why."
/title/tt0261270/,Samia,(2000), ,73 min,Drama,Samia is the sixth of eight children in an Algerian family living in the outskirts of Marseille. Outside there are all the pressures and temptations of modern France; temptations Samia's brothers are watchful that she resists.
/title/tt0236188/,Elze Is Gilijos,(2000), ,135 min,"Drama, Romance","At the end of the 19th century, proud but poor fisherman Jurgaitis gets imprisoned for a crime he did not commit. His beautiful daughter Elze is sent to live with rich German merchant Michael. There she falls for his son Endrik."
/title/tt0189509/,Estorvo,(2000), ,95 min,Drama,The journey of a middle-class amateur.
/title/tt0222742/,El astillero,(2000), ,88 min,Drama,"To the ruins of an Argentinean town arrives Larsen as general manager of the shipyard, that is the source of income of that place."
/title/tt0276001/,Chimhyang,(2000), ,107 min,,"A young novelist just home from the army, receives notice of an old lover's death. He returns to the lake where they once spent time together, and becomes acquainted with the owner of a local inn."
/title/tt0250249/,Bàttu,(2000), ,105 min,,
/title/tt0324464/,Voci,(2000), , ,Thriller,A woman journalist is involved in a murder and must find the killer.
/title/tt0284337/,It Is a Long Walk,(2000), ,115 min,,
/title/tt0263366/,De fûke,(2000), ,90 min,"Drama, War",
/title/tt0267427/,The Loneliness of the Crocodiles,(2000), ,96 min,"Comedy, Drama","A journalist looks for the reason of a young man's suicide. During his research, he talks to the oddest kinds of people and finds out that he himself is not very different from the dead man."
/title/tt0432897/,El inocente,(2000), , ,Drama,"A child worker of the Interior, in the frame of the decade of the '20 and of the myths and popular customs."
/title/tt0260795/,Chaodao,(2000), , ,Drama,
/title/tt0242791/,Le premier du nom,(2000), ,112 min,Documentary,
/title/tt0215082/,Prima pagare poi ricordare,(2000), , ,,
/title/tt0263470/,Inochi no umi,(2000), ,102 min,Drama,
/title/tt0204293/,Dreamland,(2000), ,71 min,Documentary,"A documentary about the temptations of gambling, and the day to day challenges of living in Las Vegas."
/title/tt0261998/,Shui bu zhao,(2000), ,105 min,Drama,
/title/tt0285122/,Fughe da fermo,(2000), ,92 min,Comedy,
/title/tt0479692/,Sun Flower,(2000), ,90 min,"Drama, War",
/title/tt0234558/,Rackelhane,(2000), ,55 min,Drama,An old man fights to keep the government from building a dam on his fishing river.
/title/tt0137523/,Fight Club,(1999),R,139 min,Drama,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
/title/tt0120663/,Eyes Wide Shut,(1999),R,159 min,"Drama, Mystery, Thriller","A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing."
/title/tt0120689/,The Green Mile,(1999),R,189 min,"Crime, Drama, Fantasy","The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
/title/tt0144214/,The General's Daughter,(1999),R,116 min,"Crime, Drama, Mystery","When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point."
/title/tt0134119/,The Talented Mr. Ripley,(1999),R,139 min,"Crime, Drama, Thriller","In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
/title/tt0171363/,The Haunting,(1999),PG-13,113 min,"Fantasy, Horror, Mystery",A study in fear escalates into a heart-stopping nightmare for a professor and three subjects trapped in a mysterious mansion.
/title/tt0159097/,The Virgin Suicides,(1999),R,97 min,"Drama, Romance","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s."
/title/tt0139134/,Cruel Intentions,(1999),R,97 min,"Drama, Romance",Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.
